C_NAMEVI,C_NAMEEN,D_NAME,P_NAME,C_CODE,D_CODE,P_CODE,CODE_OLD
V¨n Nho,Van Nho,B¸ Th­íc,Thanh Hoa,14977,386,38,4011337
ThiÕt èng,Thiet Ong,B¸ Th­íc,Thanh Hoa,14980,386,38,4011339
AÝ Th­îng,Ai Thuong,B¸ Th­íc,Thanh Hoa,14944,386,38,4011315
§iÒn Quang,Dien Quang,B¸ Th­íc,Thanh Hoa,14932,386,38,4011307
§iÒn L­,Dien Lu,B¸ Th­íc,Thanh Hoa,14950,386,38,4011319
§iÒn Trung,Dien Trung,B¸ Th­íc,Thanh Hoa,14935,386,38,4011309
L­¬ng Néi,Luong Noi,B¸ Th­íc,Thanh Hoa,14947,386,38,4011317
L­¬ng Ngo¹i,Luong Ngoai,B¸ Th­íc,Thanh Hoa,14941,386,38,4011313
L­¬ng Trung,Luong Trung,B¸ Th­íc,Thanh Hoa,14953,386,38,4011321
L©m Phó,Lam Phu,Lang Ch¸nh,Thanh Hoa,15052,388,38,4011717
Yªn Kh­¬ng,Yen Khuong,Lang Ch¸nh,Thanh Hoa,15031,388,38,4011703
Yªn Th¾ng,Yen Thang,Lang Ch¸nh,Thanh Hoa,15034,388,38,4011705
Tam V¨n,Tam Van,Lang Ch¸nh,Thanh Hoa,15049,388,38,4011715
T©n Phóc,Tan Phuc,Lang Ch¸nh,Thanh Hoa,15046,388,38,4011713
Quang HiÕn,Quang Hien,Lang Ch¸nh,Thanh Hoa,15055,388,38,4011719
TrÝ N¨ng,Tri Nang,Lang Ch¸nh,Thanh Hoa,15037,388,38,4011707
Giao An,Giao An,Lang Ch¸nh,Thanh Hoa,15040,388,38,4011709
Giao ThiÖn,Giao Thien,Lang Ch¸nh,Thanh Hoa,15043,388,38,4011711
TT. Th­êng Xu©n,Thuong Xuan town,Th­êng Xu©n,Thanh Hoa,15604,396,38,4012301
Yªn Nh©n,Yen Nhan,Th­êng Xu©n,Thanh Hoa,15610,396,38,4012305
Xu©n Khao,Xuan Khao,Th­êng Xu©n,Thanh Hoa,15613,396,38,4012307
L­¬ng S¬n,Luong Son,Th­êng Xu©n,Thanh Hoa,15628,396,38,4012317
Ngäc Phông,Ngoc Phung,Th­êng Xu©n,Thanh Hoa,15655,396,38,4012335
Xu©n D­¬ng,Xuan Duong,Th­êng Xu©n,Thanh Hoa,15649,396,38,4012331
Thä Thanh,Tho Thanh,Th­êng Xu©n,Thanh Hoa,15652,396,38,4012333
Xu©n CÈm,Xuan Cam,Th­êng Xu©n,Thanh Hoa,15646,396,38,4012329
Xu©n Cao,Xuan Cao,Th­êng Xu©n,Thanh Hoa,15631,396,38,4012319
LuËn Thµnh,Luan Thanh,Th­êng Xu©n,Thanh Hoa,15634,396,38,4012321
LuËn Khª,Luan Khe,Th­êng Xu©n,Thanh Hoa,15637,396,38,4012323
Xu©n Léc,Xuan Loc,Th­êng Xu©n,Thanh Hoa,15643,396,38,4012327
Xu©n Th¾ng,Xuan Thang,Th­êng Xu©n,Thanh Hoa,15640,396,38,4012325
T©n Thµnh,Tan Thanh,Th­êng Xu©n,Thanh Hoa,15661,396,38,4012339
TT. Ngäc LÆc,Ngoc Lac town,Ngäc L¹c,Thanh Hoa,15061,389,38,4012101
Thuý S¬n,Thuy Son,Ngäc L¹c,Thanh Hoa,15070,389,38,4012109
Mü T©n,My Tan,Ngäc L¹c,Thanh Hoa,15067,389,38,4012107
V©n Am,Van Am,Ngäc L¹c,Thanh Hoa,15076,389,38,4012113
Ngäc Khª,Ngoc Khe,Ngäc L¹c,Thanh Hoa,15082,389,38,4012117
Quang Trung,Quang Trung,Ngäc L¹c,Thanh Hoa,15085,389,38,4012119
Lam S¬n,Lam Son,Ngäc L¹c,Thanh Hoa,15064,389,38,4012105
Cao Ngäc,Cao Ngoc,Ngäc L¹c,Thanh Hoa,15079,389,38,4012115
Phïng Gi¸o,Phung Giao,Ngäc L¹c,Thanh Hoa,15106,389,38,4012133
Phïng Minh,Phung Minh,Ngäc L¹c,Thanh Hoa,15109,389,38,4012135
NguyÖt Ên,Nguyet An,Ngäc L¹c,Thanh Hoa,15115,389,38,4012139
Phóc ThÞnh,Phuc Thinh,Ngäc L¹c,Thanh Hoa,15112,389,38,4012137
Kiªn Thä,Kien Tho,Ngäc L¹c,Thanh Hoa,15118,389,38,4012141
§ång ThÞnh,Dong Thinh,Ngäc L¹c,Thanh Hoa,15088,389,38,4012121
Ngäc Liªn,Ngoc Lien,Ngäc L¹c,Thanh Hoa,15091,389,38,4012123
Léc ThÞnh,Loc Thinh,Ngäc L¹c,Thanh Hoa,15097,389,38,4012127
Ngäc S¬n,Ngoc Son,Ngäc L¹c,Thanh Hoa,15094,389,38,4012125
Minh S¬n,Minh Son,Ngäc L¹c,Thanh Hoa,15124,389,38,4012145
Ngäc Trung,Ngoc Trung,Ngäc L¹c,Thanh Hoa,15103,389,38,4012131
Cao ThÞnh,Cao Thinh,Ngäc L¹c,Thanh Hoa,15100,389,38,4012129
Minh TiÕn,Minh Tien,Ngäc L¹c,Thanh Hoa,15121,389,38,4012143
TT. CÈm Thuû,Cam Thuy town,CÈm Thñy,Thanh Hoa,15127,390,38,4011501
CÈm Thµnh,Cam Thanh,CÈm Thñy,Thanh Hoa,15133,390,38,4011505
CÈm L­¬ng,Cam Luong,CÈm Thñy,Thanh Hoa,15139,390,38,4011509
Cam Liªn,Cam Lien,CÈm Thñy,Thanh Hoa,15145,390,38,4011513
CÈm Th¹ch,Cam Thach,CÈm Thñy,Thanh Hoa,15142,390,38,4011511
CÈm b×nh,Cam Binh,CÈm Thñy,Thanh Hoa,15151,390,38,4011517
CÈm Giang,Cam Giang,CÈm Thñy,Thanh Hoa,15148,390,38,4011515
CÈm Ch©u,Cam Chau,CÈm Thñy,Thanh Hoa,15160,390,38,4011523
CÈm S¬n,Cam Son,CÈm Thñy,Thanh Hoa,15157,390,38,4011521
CÈm Tó,Cam Tu,CÈm Thñy,Thanh Hoa,15154,390,38,4011519
CÈm Phong,Cam Phong,CÈm Thñy,Thanh Hoa,15166,390,38,4011527
CÈm T©m,Cam Tam,CÈm Thñy,Thanh Hoa,15163,390,38,4011525
CÈm Yªn,Cam Yen,CÈm Thñy,Thanh Hoa,15175,390,38,4011533
CÈm Ngäc,Cam Ngoc,CÈm Thñy,Thanh Hoa,15169,390,38,4011529
CÈm Long,Cam Long,CÈm Thñy,Thanh Hoa,15172,390,38,4011531
CÈm Phó,Cam Phu,CÈm Thñy,Thanh Hoa,15181,390,38,4011537
CÈm T©n,Cam Tan,CÈm Thñy,Thanh Hoa,15178,390,38,4011535
CÈm V©n,Cam Van,CÈm Thñy,Thanh Hoa,15184,390,38,4011539
TT. Kim T©n,Kim Tan town,Th¹ch Thµnh,Thanh Hoa,15187,391,38,4011903
Th¹ch T­îng,Thach Tuong,Th¹ch Thµnh,Thanh Hoa,15202,391,38,4011911
Th¹ch Qu¶ng,Thach Quang,Th¹ch Thµnh,Thanh Hoa,15199,391,38,4011909
Thµnh Yªn,Thanh Yen,Th¹ch Thµnh,Thanh Hoa,15226,391,38,4011927
Thµnh Mü,Thanh My,Th¹ch Thµnh,Thanh Hoa,15223,391,38,4011925
Th¹ch CÈm,Thach Cam,Th¹ch Thµnh,Thanh Hoa,15205,391,38,4011913
Thµnh Vinh,Thanh Vinh,Th¹ch Thµnh,Thanh Hoa,15229,391,38,4011929
Thµnh Minh,Thanh Minh,Th¹ch Thµnh,Thanh Hoa,15232,391,38,4011931
Th¹ch S¬n,Thach Son,Th¹ch Thµnh,Thanh Hoa,15208,391,38,4011915
Thµnh Trùc,Thanh Truc,Th¹ch Thµnh,Thanh Hoa,15241,391,38,4011939
Th¹ch B×nh,Thach Binh,Th¹ch Thµnh,Thanh Hoa,15211,391,38,4011917
Thµnh H­ng,Thanh Hung,Th¹ch Thµnh,Thanh Hoa,15265,391,38,4011953
Thµnh TiÕn,Thanh Tien,Th¹ch Thµnh,Thanh Hoa,15256,391,38,4011947
Th¹ch ®Þnh,Thach Dinh,Th¹ch Thµnh,Thanh Hoa,15214,391,38,4011919
Thµnh C«ng,Thanh Cong,Th¹ch Thµnh,Thanh Hoa,15235,391,38,4011933
Th¹ch T©n,Thach Tan,Th¹ch Thµnh,Thanh Hoa,15193,391,38,4011935
Thµnh Kim,Thanh Kim,Th¹ch Thµnh,Thanh Hoa,15262,391,38,4011951
Thµnh Thä,Thanh Tho,Th¹ch Thµnh,Thanh Hoa,15253,391,38,4011945
Thµnh Long,Thanh Long,Th¹ch Thµnh,Thanh Hoa,15259,391,38,4011949
Thµnh An,Thanh An,Th¹ch Thµnh,Thanh Hoa,15250,391,38,4011943
Thµnh T©m,Thanh Tam,Th¹ch Thµnh,Thanh Hoa,15247,391,38,4011941
Ngäc Tr¹o,Ngoc Trao,Th¹ch Thµnh,Thanh Hoa,15268,391,38,4011955
TT. VÜnh Léc,Vinh Loc town,VÜnh Léc,Thanh Hoa,15346,393,38,4012901
VÜnh Long,Vinh Long,VÜnh Léc,Thanh Hoa,15361,393,38,4012911
VÜnh Quang,Vinh Quang,VÜnh Léc,Thanh Hoa,15352,393,38,4012905
VÜnh Yªn,Vinh Yen,VÜnh Léc,Thanh Hoa,15355,393,38,4012907
VÜnh TiÕn,Vinh Tien,VÜnh Léc,Thanh Hoa,15358,393,38,4012909
VÜnh Ninh,Vinh Ninh,VÜnh Léc,Thanh Hoa,15385,393,38,4012927
VÜnh Khang,Vinh Khang,VÜnh Léc,Thanh Hoa,15373,393,38,4012919
VÜnh Thµnh,Vinh Thanh,VÜnh Léc,Thanh Hoa,15349,393,38,4012903
VÜnh Phóc,Vinh Phuc,VÜnh Léc,Thanh Hoa,15364,393,38,4012913
VÜnh H­ng,Vinh Hung,VÜnh Léc,Thanh Hoa,15367,393,38,4012915
VÜnh Hoµ,Vinh Hoa,VÜnh Léc,Thanh Hoa,15376,393,38,4012921
VÜnh Hïng,Vinh Hung,VÜnh Léc,Thanh Hoa,15379,393,38,4012923
VÜnh T©n,Vinh Tan,VÜnh Léc,Thanh Hoa,15382,393,38,4012925
VÜnh Minh,Vinh Minh,VÜnh Léc,Thanh Hoa,15370,393,38,4012917
VÜnh ThÞnh,Vinh Thinh,VÜnh Léc,Thanh Hoa,15388,393,38,4012929
VÜnh An,Vinh An,VÜnh Léc,Thanh Hoa,15391,393,38,4012931
Ngäc Tr¹o,Ngoc Trao,BØm S¬n,Thanh Hoa,14818,381,38,4010303
P. Quang Trung,Quang Trung,BØm S¬n,Thanh Hoa,14824,381,38,4010309
P. Hµ Lan,Ha Lan,BØm S¬n,Thanh Hoa,14827,381,38,4010311
Hµ Long,Ha Long,Hµ Trung,Thanh Hoa,15274,392,38,4013103
Hµ Giang,Ha Giang,Hµ Trung,Thanh Hoa,15292,392,38,4013115
Hµ B¾c,Ha Bac,Hµ Trung,Thanh Hoa,15280,392,38,4013107
Hµ TiÕn,Ha Tien,Hµ Trung,Thanh Hoa,15325,392,38,4013137
Hµ T©n,Ha Tan,Hµ Trung,Thanh Hoa,15322,392,38,4013135
Hµ Yªn,Ha Yen,Hµ Trung,Thanh Hoa,15286,392,38,4013111
Hµ D­¬ng,Ha Duong,Hµ Trung,Thanh Hoa,15295,392,38,4013117
Hµ V©n,Ha Van,Hµ Trung,Thanh Hoa,15283,392,38,4013109
Hµ Vinh,Ha Vinh,Hµ Trung,Thanh Hoa,15277,392,38,4013105
Hµ Thanh,Ha Thanh,Hµ Trung,Thanh Hoa,15289,392,38,4013113
Hµ Ch©u,Ha Chau,Hµ Trung,Thanh Hoa,15334,392,38,4013143
Hµ Lai,Ha Lai,Hµ Trung,Thanh Hoa,15331,392,38,4013141
Hµ lÜnh,Ha Linh,Hµ Trung,Thanh Hoa,15316,392,38,4013131
Hµ S¬n,Ha Son,Hµ Trung,Thanh Hoa,15313,392,38,4013129
Ha §«ng,Ha Dong,Hµ Trung,Thanh Hoa,15319,392,38,4013133
Hµ Ngäc,Ha Ngoc,Hµ Trung,Thanh Hoa,15304,392,38,4013123
Hµ Phong,Ha Phong,Hµ Trung,Thanh Hoa,15301,392,38,4013121
Hµ L©m,Ha Lam,Hµ Trung,Thanh Hoa,15310,392,38,4013127
Hµ Th¸i,Ha Thai,Hµ Trung,Thanh Hoa,15340,392,38,4013147
Hµ H¶i,Ha Hai,Hµ Trung,Thanh Hoa,15343,392,38,4013149
Hµ Phó,Ha Phu,Hµ Trung,Thanh Hoa,15298,392,38,4013119
Hµ To¹i,Ha Toai,Hµ Trung,Thanh Hoa,15337,392,38,4013145
Nga ThiÖn,Nga Thien,Nga S¬n,Thanh Hoa,16105,401,38,4013309
TT. Nga S¬n,Nga Son town,Nga S¬n,Thanh Hoa,16093,401,38,4013301
Nga ®iÒn,Nga Dien,Nga S¬n,Thanh Hoa,16150,401,38,4013339
Nga phó,Nga Phu,Nga S¬n,Thanh Hoa,16147,401,38,4013337
Nga An,Nga An,Nga S¬n,Thanh Hoa,16144,401,38,4013335
Nga Gi¸p,Nga Giap,Nga S¬n,Thanh Hoa,16135,401,38,4013329
Nga VÞnh,Nga Vinh,Nga S¬n,Thanh Hoa,16099,401,38,4013305
Ba §×nh,Ba Dinh,Nga S¬n,Thanh Hoa,16096,401,38,4013303
Nga Tr­êng,Nga Truong,Nga S¬n,Thanh Hoa,16171,401,38,4013353
Nga Th¾ng,Nga Thang,Nga S¬n,Thanh Hoa,16168,401,38,4013351
Nga V¨n,Nga Van,Nga S¬n,Thanh Hoa,16102,401,38,4013307
Nga LÜnh,Nga Linh,Nga S¬n,Thanh Hoa,16111,401,38,4013313
Nga Th¹ch,Nga thach,Nga S¬n,Thanh Hoa,16165,401,38,4013349
Nga Nh©n,Nga Nhan,Nga S¬n,Thanh Hoa,16114,401,38,4013315
Nga B¹ch,Nga Bach,Nga S¬n,Thanh Hoa,16120,401,38,4013319
Nga Trung,Nga Trung,Nga S¬n,Thanh Hoa,16117,401,38,4013317
Nga Mü,Nga My,Nga S¬n,Thanh Hoa,16129,401,38,4013325
Nga H­ng,Nga Hung,Nga S¬n,Thanh Hoa,16126,401,38,4013323
Nga Yªn,Nga Yen,Nga S¬n,Thanh Hoa,16132,401,38,4013327
Nga H¶i,Nga Hai,Nga S¬n,Thanh Hoa,16138,401,38,4013331
Nga Thµnh,Nga Thanh,Nga S¬n,Thanh Hoa,16141,401,38,4013333
Nga Th¸i,Nga Thai,Nga S¬n,Thanh Hoa,16162,401,38,4013347
Nga Liªn,Nga Lien,Nga S¬n,Thanh Hoa,16159,401,38,4013345
Nga TiÕn,Nga Tien,Nga S¬n,Thanh Hoa,16108,401,38,4013311
Nga Thanh,Nga Thanh,Nga S¬n,Thanh Hoa,16123,401,38,4013321
Nga T©n,Nga Tan,Nga S¬n,Thanh Hoa,16153,401,38,4013341
Nga Thuû,Nga Thuy,Nga S¬n,Thanh Hoa,16156,401,38,4013343
Yªn L©m,Yen Lam,Yªn §Þnh,Thanh Hoa,15403,394,38,4013507
Quý Léc,Quy Loc,Yªn §Þnh,Thanh Hoa,15412,394,38,4013513
Yªn Thä,Yen Tho,Yªn §Þnh,Thanh Hoa,15415,394,38,4013515
Yªn T©m,Yen Tam,Yªn §Þnh,Thanh Hoa,15406,394,38,4013509
Yªn Giang,Yen Giang,Yªn §Þnh,Thanh Hoa,15409,394,38,4013511
Yªn Trung,Yen Trung,Yªn §Þnh,Thanh Hoa,15418,394,38,4013517
Yªn Phó,Yen Phu,Yªn §Þnh,Thanh Hoa,15400,394,38,4013505
Yªn B¸i,Yen Bai,Yªn §Þnh,Thanh Hoa,15424,394,38,4013521
Yªn Tr­êng,Yen Truong,Yªn §Þnh,Thanh Hoa,15421,394,38,4013519
Yªn Phong,Yen Phong,Yªn §Þnh,Thanh Hoa,15427,394,38,4013523
Yªn Th¸i,Yen Thai,Yªn §Þnh,Thanh Hoa,15430,394,38,4013525
§Þnh H¶i,Dinh hai,Yªn §Þnh,Thanh Hoa,15475,394,38,4013555
§Þnh T©n,Dinh Tan,Yªn §Þnh,Thanh Hoa,15457,394,38,4013543
§Þnh TiÕn,Dinh Tien,Yªn §Þnh,Thanh Hoa,15460,394,38,4013545
§Þnh C«ng,Dinh Cong,Yªn §Þnh,Thanh Hoa,15454,394,38,4013541
§Þnh H­ng,Dinh Hung,Yªn §Þnh,Thanh Hoa,15472,394,38,4013553
§Þnh Hoµ,Dinh Hoa,Yªn §Þnh,Thanh Hoa,15448,394,38,4013537
§Þnh B×nh,Dinh Binh,Yªn §Þnh,Thanh Hoa,15478,394,38,4013557
§Þnh T­êng,Dinh Tuong,Yªn §Þnh,Thanh Hoa,15469,394,38,4013551
§Þnh Long,Dinh Long,Yªn §Þnh,Thanh Hoa,15463,394,38,4013547
§Þnh Liªn,Dinh Lien,Yªn §Þnh,Thanh Hoa,15466,394,38,4013549
§Þnh T¨ng,Dinh Tang,Yªn §Þnh,Thanh Hoa,15445,394,38,4013535
Yªn Hïng,Yen Hung,Yªn §Þnh,Thanh Hoa,15433,394,38,4013527
Yªn Ninh,Yen Ninh,Yªn §Þnh,Thanh Hoa,15439,394,38,4013531
Yªn ThÞnh,Yen Thinh,Yªn §Þnh,Thanh Hoa,15436,394,38,4013529
Yªn L¹c,Yen Lac,Yªn §Þnh,Thanh Hoa,15442,394,38,4013533
Thanh S¬n,Thanh Son,Nh­ Xu©n,Thanh Hoa,16222,402,38,4012529
Thanh Xu©n,Thanh Xuan,Nh­ Xu©n,Thanh Hoa,16210,402,38,4012523
C¸t V©n,Cat Van,Nh­ Xu©n,Thanh Hoa,16195,402,38,4012513
Th­îng Ninh,Thuong Ninh,Nh­ Xu©n,Thanh Hoa,16225,402,38,4012531
Cat T©n,Cat Tan,Nh­ Xu©n,Thanh Hoa,16198,402,38,4012515
Yªn LÔ,Yen Le,Nh­ Xu©n,Thanh Hoa,16192,402,38,4012511
T©n B×nh,Tan Binh,Nh­ Xu©n,Thanh Hoa,16201,402,38,4012517
B×nh L­¬ng,Binh Luong,Nh­ Xu©n,Thanh Hoa,16204,402,38,4012519
Ho¸ Quú,Hoa Quy,Nh­ Xu©n,Thanh Hoa,16186,402,38,4012507
Xu©n Quú,Xuan Quy,Nh­ Xu©n,Thanh Hoa,16189,402,38,4012509
Thanh L©m,Thanh Lam,Nh­ Xu©n,Thanh Hoa,16219,402,38,4012527
Xu©n Thä,Xuan Tho,Nh­ Thanh,Thanh Hoa,16237,403,38,4012715
C¸n Khª,Can Khe,Nh­ Thanh,Thanh Hoa,16231,403,38,4012729
Xu©n Du,Xuan Du,Nh­ Thanh,Thanh Hoa,16234,403,38,4012727
MËu L©m,Mau Lam,Nh­ Thanh,Thanh Hoa,16243,403,38,4012723
Ph­îng Nghi,Phuong Nghi,Nh­ Thanh,Thanh Hoa,16240,403,38,4012725
Xu©n Khang,Xuan Khang,Nh­ Thanh,Thanh Hoa,16246,403,38,4012717
Phó NhuËn,Phu Nhuan,Nh­ Thanh,Thanh Hoa,16249,403,38,4012721
H¶i Long,Hai Long,Nh­ Thanh,Thanh Hoa,16252,403,38,4012719
H¶i V©n,Hai Van,Nh­ Thanh,Thanh Hoa,16255,403,38,4012731
Yªn Thä,Yen Tho,Nh­ Thanh,Thanh Hoa,16264,403,38,4012709
Xu©n Phóc,Xuan Phuc,Nh­ Thanh,Thanh Hoa,16261,403,38,4012711
Xu©n Th¸i,Xuan Thai,Nh­ Thanh,Thanh Hoa,16258,403,38,4012705
Phóc §­êng,Phuc Duong,Nh­ Thanh,Thanh Hoa,16270,403,38,4012713
Yªn L¹c,Yen Lac,Nh­ Thanh,Thanh Hoa,16267,403,38,4012707
TT. TÜnh Gia,Tinh Gia town,TÜnh Gia,Thanh Hoa,16561,407,38,4015301
H¶i Ch©u,Hai Chau,TÜnh Gia,Thanh Hoa,16564,407,38,4015337
Thanh Thuû,Thanh Thuy,TÜnh Gia,Thanh Hoa,16567,407,38,4015305
Thanh S¬n,Thanh Son,TÜnh Gia,Thanh Hoa,16570,407,38,4015303
H¶i Ninh,Hai Ninh,TÜnh Gia,Thanh Hoa,16576,407,38,4015339
TriÒu D­¬ng,Trieu Duong,TÜnh Gia,Thanh Hoa,16573,407,38,4015307
Ngäc LÜnh,Ngoc Linh,TÜnh Gia,Thanh Hoa,16582,407,38,4015309
C¸c S¬n,Cac Son,TÜnh Gia,Thanh Hoa,16591,407,38,4015311
H¶i An,Hai An,TÜnh Gia,Thanh Hoa,16585,407,38,4015341
T©n D©n,Tan Dan,TÜnh Gia,Thanh Hoa,16594,407,38,4015343
H¶i LÜnh,Hai Linh,TÜnh Gia,Thanh Hoa,16597,407,38,4015345
§Þnh H¶i,Dinh Hai,TÜnh Gia,Thanh Hoa,16600,407,38,4015317
Phó S¬n,Phu Son,TÜnh Gia,Thanh Hoa,16603,407,38,4015327
H¶i Nh©n,Hai Nhan,TÜnh Gia,Thanh Hoa,16612,407,38,4015319
H¶i Hµo,Hai H¸o,TÜnh Gia,Thanh Hoa,16615,407,38,4015349
Nguyªn B×nh,Nguyen Binh,TÜnh Gia,Thanh Hoa,16609,407,38,4015321
H¶i thanh,hai Thanh,TÜnh Gia,Thanh Hoa,16621,407,38,4015353
B×nh Minh,Binh Minh,TÜnh Gia,Thanh Hoa,16618,407,38,4015351
Xu©n L©m,Xuan Lam,TÜnh Gia,Thanh Hoa,16627,407,38,4015323
H¶i B×nh,Hai Binh,TÜnh Gia,Thanh Hoa,16633,407,38,4015355
Phó L©m,Phu Lam,TÜnh Gia,Thanh Hoa,16624,407,38,4015325
Tróc L©m,Truc Lam,TÜnh Gia,Thanh Hoa,16630,407,38,4015329
TÜnh H¶i,Tinh Hai,TÜnh Gia,Thanh Hoa,16642,407,38,4015357
Tïng L©m,Tung Lam,TÜnh Gia,Thanh Hoa,16639,407,38,4015331
Mai L©m,Mai Lam,TÜnh Gia,Thanh Hoa,16645,407,38,4015361
H¶i YÕn,Hai Yen,TÜnh Gia,Thanh Hoa,16651,407,38,4015359
T©n Thä,Tan Tho,N«ng Cèng,Thanh Hoa,16285,404,38,4015107
T©n Khang,Tan khang,N«ng Cèng,Thanh Hoa,16291,404,38,4015109
Trung ChÝnh,Trung Chinh,N«ng Cèng,Thanh Hoa,16297,404,38,4015111
Trung Thµnh,Trung Thanh,N«ng Cèng,Thanh Hoa,16303,404,38,4015113
T©n Phóc,Tan Phuc,N«ng Cèng,Thanh Hoa,16282,404,38,4015105
Hoµng S¬n,Hoang Son,N«ng Cèng,Thanh Hoa,16288,404,38,4015119
Hoµng Giang,Hoang Giang,N«ng Cèng,Thanh Hoa,16294,404,38,4015117
Trung ý,Trung Y,N«ng Cèng,Thanh Hoa,16300,404,38,4015115
TÕ T©n,Te Tan,N«ng Cèng,Thanh Hoa,16306,404,38,4015123
TÕ Th¾ng,Te Thang,N«ng Cèng,Thanh Hoa,16309,404,38,4015127
TÕ Lîi,Te Loi,N«ng Cèng,Thanh Hoa,16315,404,38,4015125
TÕ N«ng,Te Nong,N«ng Cèng,Thanh Hoa,16318,404,38,4015121
V¹n Th¾ng,Van Thang,N«ng Cèng,Thanh Hoa,16333,404,38,4015135
V¹n Hoµ,Van Hoa,N«ng Cèng,Thanh Hoa,16327,404,38,4015137
Minh Thä,Minh Tho,N«ng Cèng,Thanh Hoa,16312,404,38,4015133
Ninh NghÜa,Ninh Nghia,N«ng Cèng,Thanh Hoa,16321,404,38,4015131
Minh Kh«i,Minh Khoi,N«ng Cèng,Thanh Hoa,16324,404,38,4015129
Tr­êng Giang,Truong Giang,N«ng Cèng,Thanh Hoa,16336,404,38,4015161
Tr­êng S¬n,Truong Son,N«ng Cèng,Thanh Hoa,16348,404,38,4015159
T­îng V¨n,Tuong Van,N«ng Cèng,Thanh Hoa,16357,404,38,4015153
Tr­êng Minh,Truong Minh,N«ng Cèng,Thanh Hoa,16345,404,38,4015165
Th¨ng Long,Thang Long,N«ng Cèng,Thanh Hoa,16342,404,38,4015141
Th¨ng Thä,Thang Tho,N«ng Cèng,Thanh Hoa,16360,404,38,4015143
Th¨ng B×nh,Thang Binh,N«ng Cèng,Thanh Hoa,16351,404,38,4015145
T­îng LÜnh,Tuong Linh,N«ng Cèng,Thanh Hoa,16363,404,38,4015155
T­îng S¬n,Tuong Son,N«ng Cèng,Thanh Hoa,16366,404,38,4015157
C«ng Liªm,Cong Liem,N«ng Cèng,Thanh Hoa,16354,404,38,4015147
C«ng ChÝnh,Cong Chinh,N«ng Cèng,Thanh Hoa,16369,404,38,4015149
C«ng B×nh,Cong Binh,N«ng Cèng,Thanh Hoa,16372,404,38,4015151
Ch©u Léc,Chau Loc,HËu Léc,Thanh Hoa,16024,400,38,4013909
TriÖu Léc,Trieu Loc,HËu Léc,Thanh Hoa,16021,400,38,4013907
§¹i Léc,Dai Loc,HËu Léc,Thanh Hoa,16018,400,38,4013905
§ång Léc,Dong Dong,HËu Léc,Thanh Hoa,16015,400,38,4013903
TiÕn Léc,Tien Loc,HËu Léc,Thanh Hoa,16027,400,38,4013911
Thµnh Léc,Thanh Loc,HËu Léc,Thanh Hoa,16036,400,38,4013917
CÇu Léc,Cau Loc,HËu Léc,Thanh Hoa,16033,400,38,4013915
Phong Léc,Phong Loc,HËu Léc,Thanh Hoa,16042,400,38,4013921
§a Léc,Da Loc,HËu Léc,Thanh Hoa,16087,400,38,4013951
Quang Léc,Quang Loc,HËu Léc,Thanh Hoa,16069,400,38,4013939
Ninh H¶i,Ninh Hai,TÜnh Gia,Thanh Hoa,16606,407,38,4015347
Tuy Léc,Tuy Loc,HËu Léc,Thanh Hoa,16039,400,38,4013919
Liªn Léc,Lien Loc,HËu Léc,Thanh Hoa,16066,400,38,4013937
H­ng Léc,Hung Loc,HËu Léc,Thanh Hoa,16081,400,38,4013947
Hoa Léc,Hoa Loc,HËu Léc,Thanh Hoa,16063,400,38,4013935
Phó Léc,Phu Loc,HËu Léc,Thanh Hoa,16072,400,38,4013941
TT. HËu Léc,Hau Loc town,HËu Léc,Thanh Hoa,16012,400,38,4013901
Léc S¬n,Loc Son,HËu Léc,Thanh Hoa,16030,400,38,4013913
Léc T©n,Loc Tan,HËu Léc,Thanh Hoa,16054,400,38,4013929
ThÞnh Léc,Thinh Loc,HËu Léc,Thanh Hoa,16060,400,38,4013933
Mü Léc,My loc,HËu Léc,Thanh Hoa,16045,400,38,4013923
V¨n Léc,Van Loc,HËu Léc,Thanh Hoa,16048,400,38,4013925
Xu©n Léc,Xuan Loc,HËu Léc,Thanh Hoa,16057,400,38,4013931
Hoµ Léc,Hoa Loc,HËu Léc,Thanh Hoa,16075,400,38,4013943
H¶i Léc,Hai Loc,HËu Léc,Thanh Hoa,16084,400,38,4013949
B×nh S¬n,Binh Son,TriÖu S¬n,Thanh Hoa,15769,397,38,4014771
Thä B×nh,Tho Binh,TriÖu S¬n,Thanh Hoa,15670,397,38,4014705
Thä S¬n,Tho Son,TriÖu S¬n,Thanh Hoa,15667,397,38,4014703
Thä TiÕn,Tho Tien,TriÖu S¬n,Thanh Hoa,15673,397,38,4014707
Thä Ngäc,Tho Ngoc,TriÖu S¬n,Thanh Hoa,15751,397,38,4014759
Thä C­êng,Tho Cuong,TriÖu S¬n,Thanh Hoa,15754,397,38,4014761
Xu©n Léc,Xuan Loc,TriÖu S¬n,Thanh Hoa,15739,397,38,4014751
Xu©n Thä,Xuan Tho,TriÖu S¬n,Thanh Hoa,15745,397,38,4014755
Thä D©n,Tho Dan,TriÖu S¬n,Thanh Hoa,15742,397,38,4014753
Xu©n ThÞnh,Xuan Thinh,TriÖu S¬n,Thanh Hoa,15736,397,38,4014749
Thä Vùc,Tho Vuc,TriÖu S¬n,Thanh Hoa,15760,397,38,4014765
Thä Phó,Tho Phu,TriÖu S¬n,Thanh Hoa,15757,397,38,4014763
